epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
1,4.8850262567108755,1.0784313725490196,7.770499276179893,4.901960784313726,0.001;0.001
2,4.255450330996046,3.3333333333333335,5.350051041210399,5.196078431372549,0.001;0.001
3,4.109598875980751,3.7254901960784315,4.291391067878873,5.490196078431373,0.001;0.001
4,4.030036655126834,4.901960784313726,4.021168725630816,8.92156862745098,0.001;0.001
5,3.9163020218119904,5.882352941176471,4.3157046598546644,7.0588235294117645,0.001;0.001
6,3.8670890191022087,5.686274509803922,3.96372366512523,10.588235294117647,0.001;0.001
7,3.749227928647808,8.137254901960784,3.7979670851838354,10.392156862745098,0.001;0.001
8,3.7999899097517424,7.1568627450980395,4.208904580508961,9.313725490196079,0.001;0.001
9,3.709944932601031,9.019607843137255,3.5716594125710284,12.941176470588236,0.001;0.001
10,3.6707809672636142,9.901960784313726,3.818906313765283,13.529411764705882,0.001;0.001
11,3.5411797888138716,11.862745098039216,3.5783050583858116,13.431372549019608,0.001;0.001
12,3.5714096162833417,9.509803921568627,3.6088684671065385,13.431372549019608,0.001;0.001
13,3.542020757525575,12.647058823529411,3.4998410832648186,15.392156862745098,0.001;0.001
14,3.449129664664175,13.235294117647058,3.6895287747476617,12.549019607843137,0.001;0.001
15,3.531297244277655,11.862745098039216,3.473854264091043,18.235294117647058,0.001;0.001
16,3.4489813842025456,14.117647058823529,3.423027894076179,17.15686274509804,0.001;0.001
17,3.4721554522420846,12.941176470588236,3.2567926023520677,19.215686274509803,0.001;0.001
18,3.3859106559379426,13.529411764705882,3.272730500090356,19.607843137254903,0.001;0.001
19,3.3081023861380183,15.490196078431373,3.369965190513461,18.03921568627451,0.001;0.001
20,3.25992216128929,15.784313725490197,3.3121174774917903,20.098039215686274,0.001;0.001
21,3.322799191755407,16.07843137254902,3.134490082310695,23.333333333333332,0.001;0.001
22,3.2803577927982106,16.372549019607842,3.2902651076223335,19.313725490196077,0.001;0.001
23,3.162463394800822,17.45098039215686,3.2102282944847556,20.49019607843137,0.001;0.001
24,3.1511650936276303,19.313725490196077,3.200158682056502,20.980392156862745,0.001;0.001
25,3.120291561238906,18.627450980392158,3.2410591714522416,20.88235294117647,0.001;0.001
26,3.1382287764081767,17.058823529411764,3.313775302849564,19.313725490196077,0.001;0.001
27,3.1053416401732203,17.745098039215687,3.146258687038048,22.54901960784314,0.001;0.001
28,3.003462111716177,20.49019607843137,3.248288456598918,22.058823529411764,0.001;0.001
29,2.956827084223429,21.764705882352942,3.0169117740556306,23.333333333333332,0.001;0.001
30,2.9405966768077776,21.666666666666668,3.0081781976363238,25.980392156862745,0.001;0.001
